axis,severity,arm,auroc,bal_acc,ece,n_recordings,ci_lo,ci_hi,backbone,probe,seed
power_line,15,naive,0.770423,0.5,0.451091,276,0.711851,0.82641,eegpt,linear,7
power_line,30,canonicalized,0.887302,0.81381,0.056608,276,0.843914,0.924499,eegpt,linear,7
power_line,30,naive,0.652063,0.5,0.449577,276,0.587246,0.713811,eegpt,linear,7
power_line,5,canonicalized,0.888201,0.81381,0.059415,276,0.84497,0.924888,eegpt,linear,7
power_line,5,naive,0.784339,0.531746,0.410361,276,0.727448,0.837261,eegpt,linear,7
power_line,60,canonicalized,0.887196,0.81381,0.066691,276,0.844111,0.924198,eegpt,linear,7
power_line,60,naive,0.577037,0.511905,0.428322,276,0.507242,0.646097,eegpt,linear,7
sampling_rate,128,canonicalized,0.891534,0.826349,0.066872,276,0.850152,0.928738,eegpt,linear,7
sampling_rate,128,naive,0.765714,0.70254,0.114163,276,0.703328,0.825258,eegpt,linear,7
sampling_rate,200,canonicalized,0.884603,0.810476,0.056865,276,0.842058,0.921333,eegpt,linear,7
sampling_rate,200,naive,0.861852,0.782222,0.07494,276,0.812063,0.905086,eegpt,linear,7
sampling_rate,250,canonicalized,0.887619,0.81381,0.053498,276,0.844284,0.924926,eegpt,linear,7
sampling_rate,250,naive,0.887619,0.81381,0.053498,276,0.844284,0.924926,eegpt,linear,7
sampling_rate,256,canonicalized,0.887249,0.81381,0.051819,276,0.842798,0.924607,eegpt,linear,7
sampling_rate,256,naive,0.799101,0.755556,0.08334,276,0.743003,0.853462,eegpt,linear,7
sampling_rate,512,canonicalized,0.886296,0.81381,0.041023,276,0.842157,0.923918,eegpt,linear,7
sampling_rate,512,naive,0.687249,0.540476,0.300935,276,0.625057,0.747888,eegpt,linear,7
broadband,-5,canonicalized,0.762063,0.503333,0.451707,276,0.705016,0.817729,eegpt,mlp,11
broadband,-5,naive,0.762063,0.503333,0.451707,276,0.705016,0.817729,eegpt,mlp,11
broadband,0,canonicalized,0.787725,0.532698,0.401143,276,0.736392,0.840532,eegpt,mlp,11
broadband,0,naive,0.787725,0.532698,0.401143,276,0.736392,0.840532,eegpt,mlp,11
broadband,10,canonicalized,0.840847,0.671746,0.220646,276,0.789935,0.884709,eegpt,mlp,11
broadband,10,naive,0.840847,0.671746,0.220646,276,0.789935,0.884709,eegpt,mlp,11
broadband,20,canonicalized,0.875079,0.754921,0.108764,276,0.833015,0.911495,eegpt,mlp,11
broadband,20,naive,0.875079,0.754921,0.108764,276,0.833015,0.911495,eegpt,mlp,11
broadband,5,canonicalized,0.825291,0.610794,0.309745,276,0.775971,0.873271,eegpt,mlp,11
broadband,5,naive,0.825291,0.610794,0.309745,276,0.775971,0.873271,eegpt,mlp,11
calibration,0.5,canonicalized,0.895026,0.806984,0.068529,276,0.855918,0.929153,eegpt,mlp,11
calibration,0.5,naive,0.826772,0.671587,0.287547,276,0.775074,0.872872,eegpt,mlp,11
calibration,0.75,canonicalized,0.895026,0.806984,0.068529,276,0.855918,0.929153,eegpt,mlp,11
calibration,0.75,naive,0.863439,0.750635,0.164971,276,0.817987,0.903705,eegpt,mlp,11
calibration,1,canonicalized,0.895026,0.806984,0.068529,276,0.855918,0.929153,eegpt,mlp,11
calibration,1,naive,0.875714,0.746984,0.125917,276,0.833743,0.913762,eegpt,mlp,11
calibration,1.5,canonicalized,0.895026,0.806984,0.068529,276,0.855918,0.929153,eegpt,mlp,11
calibration,1.5,naive,0.870952,0.77127,0.118966,276,0.827603,0.91045,eegpt,mlp,11
calibration,2,canonicalized,0.895026,0.806984,0.068529,276,0.855918,0.929153,eegpt,mlp,11
calibration,2,naive,0.868254,0.735714,0.209191,276,0.821987,0.909374,eegpt,mlp,11
montage,bipolar18,canonicalized,0.875661,0.703651,0.242456,276,0.832529,0.918426,eegpt,mlp,11
montage,bipolar18,naive,0.873968,0.710952,0.251403,276,0.830208,0.917361,eegpt,mlp,11
montage,full19,canonicalized,0.895026,0.806984,0.068529,276,0.855918,0.929153,eegpt,mlp,11
montage,full19,naive,0.895026,0.806984,0.068529,276,0.855918,0.929153,eegpt,mlp,11
montage,legacy16,canonicalized,0.887302,0.783333,0.103998,276,0.846345,0.925931,eegpt,mlp,11
montage,legacy16,naive,0.89291,0.774603,0.139665,276,0.855288,0.927948,eegpt,mlp,11
power_line,0,canonicalized,0.895026,0.806984,0.068529,276,0.855918,0.929153,eegpt,mlp,11
power_line,0,naive,0.880582,0.754127,0.135433,276,0.838032,0.919259,eegpt,mlp,11
power_line,15,canonicalized,0.895344,0.806984,0.068768,276,0.856448,0.929378,eegpt,mlp,11
power_line,15,naive,0.818095,0.5,0.539656,276,0.768458,0.864181,eegpt,mlp,11
power_line,30,canonicalized,0.894921,0.806984,0.068414,276,0.855556,0.92889,eegpt,mlp,11
power_line,30,naive,0.669577,0.5,0.543209,276,0.603003,0.730583,eegpt,mlp,11
power_line,5,canonicalized,0.895238,0.806984,0.06871,276,0.856344,0.929378,eegpt,mlp,11
power_line,5,naive,0.878836,0.572698,0.442037,276,0.837019,0.916881,eegpt,mlp,11
power_line,60,canonicalized,0.894974,0.806984,0.068688,276,0.856029,0.929119,eegpt,mlp,11
power_line,60,naive,0.584497,0.5,0.54345,276,0.514847,0.651493,eegpt,mlp,11
sampling_rate,128,canonicalized,0.893386,0.798254,0.072321,276,0.852434,0.928172,eegpt,mlp,11
sampling_rate,128,naive,0.722698,0.604921,0.253097,276,0.652374,0.785635,eegpt,mlp,11
sampling_rate,200,canonicalized,0.894233,0.803651,0.06926,276,0.854603,0.929317,eegpt,mlp,11
sampling_rate,200,naive,0.86746,0.772698,0.138351,276,0.823594,0.908635,eegpt,mlp,11
sampling_rate,250,canonicalized,0.895026,0.806984,0.068529,276,0.855918,0.929153,eegpt,mlp,11
sampling_rate,250,naive,0.895026,0.806984,0.068529,276,0.855918,0.929153,eegpt,mlp,11
sampling_rate,256,canonicalized,0.894815,0.806984,0.068463,276,0.85545,0.929153,eegpt,mlp,11
sampling_rate,256,naive,0.891323,0.77746,0.104779,276,0.851374,0.925594,eegpt,mlp,11
sampling_rate,512,canonicalized,0.895026,0.806984,0.068258,276,0.855869,0.929209,eegpt,mlp,11
sampling_rate,512,naive,0.697249,0.549524,0.406824,276,0.637405,0.756836,eegpt,mlp,11
broadband,-5,canonicalized,0.701058,0.503333,0.276497,276,0.641931,0.764344,eegpt,mlp,13
broadband,-5,naive,0.701058,0.503333,0.276497,276,0.641931,0.764344,eegpt,mlp,13
broadband,0,canonicalized,0.770212,0.53873,0.262271,276,0.71739,0.825399,eegpt,mlp,13
broadband,0,naive,0.770212,0.53873,0.262271,276,0.71739,0.825399,eegpt,mlp,13
broadband,10,canonicalized,0.865238,0.712381,0.142675,276,0.821731,0.905218,eegpt,mlp,13
broadband,10,naive,0.865238,0.712381,0.142675,276,0.821731,0.905218,eegpt,mlp,13
broadband,20,canonicalized,0.896296,0.796032,0.081415,276,0.857872,0.929269,eegpt,mlp,13
broadband,20,naive,0.896296,0.796032,0.081415,276,0.857872,0.929269,eegpt,mlp,13
broadband,5,canonicalized,0.837884,0.64746,0.211835,276,0.790582,0.883093,eegpt,mlp,13
broadband,5,naive,0.837884,0.64746,0.211835,276,0.790582,0.883093,eegpt,mlp,13
calibration,0.5,canonicalized,0.902434,0.825397,0.05477,276,0.864652,0.936402,eegpt,mlp,13
calibration,0.5,naive,0.80254,0.64746,0.330349,276,0.74984,0.851069,eegpt,mlp,13
calibration,0.75,canonicalized,0.902434,0.825397,0.05477,276,0.864652,0.936402,eegpt,mlp,13
calibration,0.75,naive,0.843651,0.733175,0.166232,276,0.797384,0.886245,eegpt,mlp,13
calibration,1,canonicalized,0.902434,0.825397,0.05477,276,0.864652,0.936402,eegpt,mlp,13
calibration,1,naive,0.873757,0.786032,0.107271,276,0.829718,0.912065,eegpt,mlp,13
calibration,1.5,canonicalized,0.902434,0.825397,0.05477,276,0.864652,0.936402,eegpt,mlp,13
calibration,1.5,naive,0.883439,0.76746,0.108832,276,0.843858,0.921112,eegpt,mlp,13
calibration,2,canonicalized,0.902434,0.825397,0.05477,276,0.864652,0.936402,eegpt,mlp,13
calibration,2,naive,0.873757,0.730317,0.205761,276,0.833007,0.914185,eegpt,mlp,13
montage,bipolar18,canonicalized,0.881746,0.704286,0.234434,276,0.83984,0.920317,eegpt,mlp,13
montage,bipolar18,naive,0.878836,0.693651,0.240165,276,0.836188,0.918206,eegpt,mlp,13
montage,full19,canonicalized,0.902434,0.825397,0.05477,276,0.864652,0.936402,eegpt,mlp,13
montage,full19,naive,0.902434,0.825397,0.05477,276,0.864652,0.936402,eegpt,mlp,13
montage,legacy16,canonicalized,0.883968,0.759841,0.154564,276,0.841792,0.923017,eegpt,mlp,13
montage,legacy16,naive,0.888466,0.751746,0.188423,276,0.849245,0.925931,eegpt,mlp,13
power_line,0,canonicalized,0.902434,0.825397,0.05477,276,0.864652,0.936402,eegpt,mlp,13
power_line,0,naive,0.894762,0.813968,0.083094,276,0.854485,0.929583,eegpt,mlp,13
power_line,15,canonicalized,0.902593,0.825397,0.054787,276,0.864706,0.936517,eegpt,mlp,13
power_line,15,naive,0.750899,0.5,0.52657,276,0.694019,0.807413,eegpt,mlp,13
power_line,30,canonicalized,0.902275,0.825397,0.054623,276,0.864548,0.936144,eegpt,mlp,13
power_line,30,naive,0.633228,0.5,0.541847,276,0.559972,0.695458,eegpt,mlp,13
power_line,5,canonicalized,0.902593,0.825397,0.054865,276,0.86497,0.936517,eegpt,mlp,13
power_line,5,naive,0.865873,0.638095,0.329402,276,0.820774,0.906402,eegpt,mlp,13
power_line,60,canonicalized,0.902275,0.825397,0.053859,276,0.864485,0.936204,eegpt,mlp,13
power_line,60,naive,0.534392,0.5,0.543195,276,0.464418,0.604671,eegpt,mlp,13
sampling_rate,128,canonicalized,0.902487,0.832063,0.068935,276,0.864065,0.935716,eegpt,mlp,13
sampling_rate,128,naive,0.729524,0.66254,0.184853,276,0.657618,0.789959,eegpt,mlp,13
sampling_rate,200,canonicalized,0.903016,0.836032,0.068065,276,0.864915,0.937196,eegpt,mlp,13
sampling_rate,200,naive,0.886508,0.786667,0.104678,276,0.845131,0.923075,eegpt,mlp,13
sampling_rate,250,canonicalized,0.902434,0.825397,0.05477,276,0.864652,0.936402,eegpt,mlp,13
sampling_rate,250,naive,0.902434,0.825397,0.05477,276,0.864652,0.936402,eegpt,mlp,13
sampling_rate,256,canonicalized,0.902487,0.825397,0.056733,276,0.864705,0.936406,eegpt,mlp,13
sampling_rate,256,naive,0.88672,0.816032,0.081156,276,0.841952,0.924396,eegpt,mlp,13
sampling_rate,512,canonicalized,0.902275,0.82873,0.053899,276,0.8647,0.936669,eegpt,mlp,13
sampling_rate,512,naive,0.761058,0.610952,0.321292,276,0.705755,0.810959,eegpt,mlp,13
broadband,-5,canonicalized,0.748519,0.513333,0.338144,276,0.693728,0.807307,eegpt,mlp,7
broadband,-5,naive,0.748519,0.513333,0.338144,276,0.693728,0.807307,eegpt,mlp,7
broadband,0,canonicalized,0.816931,0.57,0.316864,276,0.76603,0.86413,eegpt,mlp,7
broadband,0,naive,0.816931,0.57,0.316864,276,0.76603,0.86413,eegpt,mlp,7
broadband,10,canonicalized,0.881799,0.696825,0.211156,276,0.842052,0.919794,eegpt,mlp,7
broadband,10,naive,0.881799,0.696825,0.211156,276,0.842052,0.919794,eegpt,mlp,7
broadband,20,canonicalized,0.899471,0.782381,0.132804,276,0.863013,0.931642,eegpt,mlp,7
broadband,20,naive,0.899471,0.782381,0.132804,276,0.863013,0.931642,eegpt,mlp,7
broadband,5,canonicalized,0.860688,0.635397,0.267329,276,0.817246,0.902865,eegpt,mlp,7
broadband,5,naive,0.860688,0.635397,0.267329,276,0.817246,0.902865,eegpt,mlp,7
calibration,0.5,canonicalized,0.903704,0.819048,0.121235,276,0.867612,0.935513,eegpt,mlp,7
calibration,0.5,naive,0.830529,0.653492,0.316695,276,0.783701,0.876098,eegpt,mlp,7
calibration,0.75,canonicalized,0.903704,0.819048,0.121235,276,0.867612,0.935513,eegpt,mlp,7
calibration,0.75,naive,0.862116,0.725714,0.207167,276,0.816769,0.902179,eegpt,mlp,7
calibration,1,canonicalized,0.903704,0.819048,0.121235,276,0.867612,0.935513,eegpt,mlp,7
calibration,1,naive,0.883122,0.757778,0.150443,276,0.843954,0.919635,eegpt,mlp,7
calibration,1.5,canonicalized,0.903704,0.819048,0.121235,276,0.867612,0.935513,eegpt,mlp,7
calibration,1.5,naive,0.898413,0.781746,0.153786,276,0.861745,0.932709,eegpt,mlp,7
calibration,2,canonicalized,0.903704,0.819048,0.121235,276,0.867612,0.935513,eegpt,mlp,7
calibration,2,naive,0.891746,0.745556,0.216401,276,0.852849,0.926671,eegpt,mlp,7
montage,bipolar18,canonicalized,0.88254,0.694921,0.245219,276,0.842372,0.917993,eegpt,mlp,7
montage,bipolar18,naive,0.882381,0.695556,0.248774,276,0.841417,0.917782,eegpt,mlp,7
montage,full19,canonicalized,0.903704,0.819048,0.121235,276,0.867612,0.935513,eegpt,mlp,7
montage,full19,naive,0.903704,0.819048,0.121235,276,0.867612,0.935513,eegpt,mlp,7
montage,legacy16,canonicalized,0.893968,0.757778,0.168006,276,0.854485,0.929792,eegpt,mlp,7
montage,legacy16,naive,0.898413,0.758889,0.194893,276,0.860313,0.932081,eegpt,mlp,7
power_line,0,canonicalized,0.903704,0.819048,0.121235,276,0.867612,0.935513,eegpt,mlp,7
power_line,0,naive,0.896032,0.783016,0.161941,276,0.857142,0.929951,eegpt,mlp,7
power_line,15,canonicalized,0.903704,0.819048,0.120995,276,0.867407,0.935663,eegpt,mlp,7
power_line,15,naive,0.835397,0.506667,0.517491,276,0.789696,0.878307,eegpt,mlp,7
power_line,30,canonicalized,0.903439,0.819048,0.121191,276,0.867192,0.935451,eegpt,mlp,7
power_line,30,naive,0.745873,0.5,0.540742,276,0.681106,0.798892,eegpt,mlp,7
power_line,5,canonicalized,0.903651,0.819048,0.121003,276,0.867403,0.935508,eegpt,mlp,7
power_line,5,naive,0.890529,0.619365,0.393169,276,0.853958,0.92434,eegpt,mlp,7
power_line,60,canonicalized,0.903598,0.819048,0.120943,276,0.8673,0.935562,eegpt,mlp,7
power_line,60,naive,0.676402,0.5,0.543314,276,0.612639,0.739931,eegpt,mlp,7
sampling_rate,128,canonicalized,0.90328,0.789048,0.146071,276,0.866282,0.935562,eegpt,mlp,7
sampling_rate,128,naive,0.73455,0.572857,0.247103,276,0.66514,0.796193,eegpt,mlp,7
sampling_rate,200,canonicalized,0.903757,0.808413,0.123183,276,0.867614,0.935722,eegpt,mlp,7
sampling_rate,200,naive,0.882434,0.785873,0.101961,276,0.839772,0.920481,eegpt,mlp,7
sampling_rate,250,canonicalized,0.903704,0.819048,0.121235,276,0.867612,0.935513,eegpt,mlp,7
sampling_rate,250,naive,0.903704,0.819048,0.121235,276,0.867612,0.935513,eegpt,mlp,7
sampling_rate,256,canonicalized,0.903757,0.819048,0.12097,276,0.867827,0.935616,eegpt,mlp,7
sampling_rate,256,naive,0.897937,0.779683,0.165457,276,0.86047,0.931331,eegpt,mlp,7
sampling_rate,512,canonicalized,0.903704,0.819048,0.120537,276,0.867763,0.935825,eegpt,mlp,7
sampling_rate,512,naive,0.722857,0.535556,0.392247,276,0.658599,0.781745,eegpt,mlp,7
bandwidth,100,canonicalized,0.885026,0.804603,0.101672,276,0.845964,0.922126,labram,linear,7
bandwidth,100,naive,0.885026,0.804603,0.101672,276,0.845964,0.922126,labram,linear,7
bandwidth,15,canonicalized,0.645873,0.521429,0.360462,276,0.572085,0.713784,labram,linear,7
bandwidth,15,naive,0.645873,0.521429,0.360462,276,0.572085,0.713784,labram,linear,7
bandwidth,20,canonicalized,0.642169,0.498889,0.461083,276,0.568142,0.7122,labram,linear,7
bandwidth,20,naive,0.642169,0.498889,0.461083,276,0.568142,0.7122,labram,linear,7
bandwidth,25,canonicalized,0.636349,0.505397,0.504884,276,0.562376,0.708274,labram,linear,7
bandwidth,25,naive,0.636349,0.505397,0.504884,276,0.562376,0.708274,labram,linear,7
bandwidth,30,canonicalized,0.639153,0.503333,0.519359,276,0.568864,0.708181,labram,linear,7
bandwidth,30,naive,0.639153,0.503333,0.519359,276,0.568864,0.708181,labram,linear,7
bandwidth,40,canonicalized,0.673016,0.503333,0.520773,276,0.605184,0.739208,labram,linear,7
bandwidth,40,naive,0.673016,0.503333,0.520773,276,0.605184,0.739208,labram,linear,7
bandwidth,50,canonicalized,0.677354,0.503333,0.522343,276,0.609571,0.743356,labram,linear,7
bandwidth,50,naive,0.677354,0.503333,0.522343,276,0.609571,0.743356,labram,linear,7
bandwidth,64,canonicalized,0.708413,0.503333,0.524841,276,0.645746,0.771697,labram,linear,7
bandwidth,64,naive,0.708413,0.503333,0.524841,276,0.645746,0.771697,labram,linear,7
bandwidth,80,canonicalized,0.765397,0.516032,0.453906,276,0.708143,0.821372,labram,linear,7
bandwidth,80,naive,0.765397,0.516032,0.453906,276,0.708143,0.821372,labram,linear,7
bandwidth,100,canonicalized,0.890159,0.800794,0.081366,276,0.84957,0.926034,labram,mlp,11
bandwidth,100,naive,0.890159,0.800794,0.081366,276,0.84957,0.926034,labram,mlp,11
bandwidth,15,canonicalized,0.868307,0.5,0.543153,276,0.822802,0.907944,labram,mlp,11
bandwidth,15,naive,0.868307,0.5,0.543153,276,0.822802,0.907944,labram,mlp,11
bandwidth,20,canonicalized,0.849683,0.5,0.543277,276,0.801792,0.892757,labram,mlp,11
bandwidth,20,naive,0.849683,0.5,0.543277,276,0.801792,0.892757,labram,mlp,11
bandwidth,25,canonicalized,0.845079,0.5,0.543101,276,0.797708,0.888739,labram,mlp,11
bandwidth,25,naive,0.845079,0.5,0.543101,276,0.797708,0.888739,labram,mlp,11
bandwidth,30,canonicalized,0.840159,0.5,0.541274,276,0.792738,0.886772,labram,mlp,11
bandwidth,30,naive,0.840159,0.5,0.541274,276,0.792738,0.886772,labram,mlp,11
bandwidth,40,canonicalized,0.818042,0.495397,0.526369,276,0.765978,0.868467,labram,mlp,11
bandwidth,40,naive,0.818042,0.495397,0.526369,276,0.765978,0.868467,labram,mlp,11
bandwidth,50,canonicalized,0.808836,0.494762,0.516182,276,0.755501,0.859897,labram,mlp,11
bandwidth,50,naive,0.808836,0.494762,0.516182,276,0.755501,0.859897,labram,mlp,11
bandwidth,64,canonicalized,0.797725,0.494127,0.482693,276,0.742429,0.852546,labram,mlp,11
bandwidth,64,naive,0.797725,0.494127,0.482693,276,0.742429,0.852546,labram,mlp,11
bandwidth,80,canonicalized,0.836349,0.526667,0.410966,276,0.789153,0.883921,labram,mlp,11
bandwidth,80,naive,0.836349,0.526667,0.410966,276,0.789153,0.883921,labram,mlp,11
bandwidth,100,canonicalized,0.898783,0.82127,0.087254,276,0.862796,0.93397,labram,mlp,13
bandwidth,100,naive,0.898783,0.82127,0.087254,276,0.862796,0.93397,labram,mlp,13
bandwidth,15,canonicalized,0.852169,0.5,0.541644,276,0.800837,0.898467,labram,mlp,13
bandwidth,15,naive,0.852169,0.5,0.541644,276,0.800837,0.898467,labram,mlp,13
bandwidth,20,canonicalized,0.83582,0.5,0.542658,276,0.783694,0.883922,labram,mlp,13
bandwidth,20,naive,0.83582,0.5,0.542658,276,0.783694,0.883922,labram,mlp,13
bandwidth,25,canonicalized,0.834497,0.5,0.542279,276,0.782938,0.881747,labram,mlp,13
bandwidth,25,naive,0.834497,0.5,0.542279,276,0.782938,0.881747,labram,mlp,13
bandwidth,30,canonicalized,0.840423,0.5,0.540023,276,0.793909,0.886578,labram,mlp,13
bandwidth,30,naive,0.840423,0.5,0.540023,276,0.793909,0.886578,labram,mlp,13
bandwidth,40,canonicalized,0.839259,0.5,0.530931,276,0.79062,0.886407,labram,mlp,13
bandwidth,40,naive,0.839259,0.5,0.530931,276,0.79062,0.886407,labram,mlp,13
bandwidth,50,canonicalized,0.837884,0.5,0.523619,276,0.788774,0.88556,labram,mlp,13
bandwidth,50,naive,0.837884,0.5,0.523619,276,0.788774,0.88556,labram,mlp,13
bandwidth,64,canonicalized,0.833016,0.5,0.509277,276,0.784061,0.881663,labram,mlp,13
bandwidth,64,naive,0.833016,0.5,0.509277,276,0.784061,0.881663,labram,mlp,13
bandwidth,80,canonicalized,0.859418,0.533333,0.426697,276,0.81587,0.903868,labram,mlp,13
bandwidth,80,naive,0.859418,0.533333,0.426697,276,0.81587,0.903868,labram,mlp,13
bandwidth,100,canonicalized,0.892857,0.795714,0.059617,276,0.854754,0.92921,labram,mlp,7
bandwidth,100,naive,0.892857,0.795714,0.059617,276,0.854754,0.92921,labram,mlp,7
bandwidth,15,canonicalized,0.870423,0.5,0.54156,276,0.826024,0.910616,labram,mlp,7
bandwidth,15,naive,0.870423,0.5,0.54156,276,0.826024,0.910616,labram,mlp,7
bandwidth,20,canonicalized,0.848624,0.5,0.540689,276,0.799878,0.893071,labram,mlp,7
bandwidth,20,naive,0.848624,0.5,0.540689,276,0.799878,0.893071,labram,mlp,7
bandwidth,25,canonicalized,0.84,0.5,0.534711,276,0.79153,0.887038,labram,mlp,7
bandwidth,25,naive,0.84,0.5,0.534711,276,0.79153,0.887038,labram,mlp,7
bandwidth,30,canonicalized,0.833386,0.5,0.517338,276,0.786171,0.881218,labram,mlp,7
bandwidth,30,naive,0.833386,0.5,0.517338,276,0.786171,0.881218,labram,mlp,7
bandwidth,40,canonicalized,0.823228,0.491429,0.490154,276,0.772943,0.873396,labram,mlp,7
bandwidth,40,naive,0.823228,0.491429,0.490154,276,0.772943,0.873396,labram,mlp,7
bandwidth,50,canonicalized,0.817513,0.494127,0.471242,276,0.765811,0.867888,labram,mlp,7
bandwidth,50,naive,0.817513,0.494127,0.471242,276,0.765811,0.867888,labram,mlp,7
bandwidth,64,canonicalized,0.813492,0.514127,0.41681,276,0.762638,0.864459,labram,mlp,7
bandwidth,64,naive,0.813492,0.514127,0.41681,276,0.762638,0.864459,labram,mlp,7
bandwidth,80,canonicalized,0.853757,0.604286,0.291579,276,0.810048,0.898794,labram,mlp,7
bandwidth,80,naive,0.853757,0.604286,0.291579,276,0.810048,0.898794,labram,mlp,7
broadband,-5,canonicalized,0.613651,0.5,0.521155,276,0.54871,0.677524,labram,linear,7
broadband,-5,naive,0.613651,0.5,0.521155,276,0.54871,0.677524,labram,linear,7
broadband,0,canonicalized,0.658466,0.5,0.512155,276,0.59277,0.717358,labram,linear,7
broadband,0,naive,0.658466,0.5,0.512155,276,0.59277,0.717358,labram,linear,7
broadband,10,canonicalized,0.76328,0.526032,0.42307,276,0.706242,0.815612,labram,linear,7
broadband,10,naive,0.76328,0.526032,0.42307,276,0.706242,0.815612,labram,linear,7
broadband,20,canonicalized,0.817831,0.635556,0.271199,276,0.769205,0.863868,labram,linear,7
broadband,20,naive,0.817831,0.635556,0.271199,276,0.769205,0.863868,labram,linear,7
broadband,5,canonicalized,0.699101,0.503333,0.483935,276,0.641585,0.75911,labram,linear,7
broadband,5,naive,0.699101,0.503333,0.483935,276,0.641585,0.75911,labram,linear,7
calibration,0.5,canonicalized,0.893704,0.771905,0.126483,276,0.85422,0.930425,labram,linear,7
calibration,0.5,naive,0.859577,0.78619,0.098369,276,0.816188,0.905876,labram,linear,7
calibration,0.75,canonicalized,0.893704,0.771905,0.126484,276,0.85422,0.930425,labram,linear,7
calibration,0.75,naive,0.862487,0.785397,0.11125,276,0.820368,0.907197,labram,linear,7
calibration,1,canonicalized,0.893704,0.771905,0.126483,276,0.85422,0.930425,labram,linear,7
calibration,1,naive,0.865926,0.769365,0.1184,276,0.823583,0.909739,labram,linear,7
calibration,1.5,canonicalized,0.893704,0.771905,0.126484,276,0.85422,0.930425,labram,linear,7
calibration,1.5,naive,0.872804,0.76127,0.125865,276,0.832214,0.91355,labram,linear,7
calibration,2,canonicalized,0.893704,0.771905,0.126483,276,0.85422,0.930425,labram,linear,7
calibration,2,naive,0.876825,0.755238,0.13289,276,0.837716,0.9162,labram,linear,7
montage,bipolar18,canonicalized,0.854762,0.592063,0.358231,276,0.811675,0.897885,labram,linear,7
montage,bipolar18,naive,0.851693,0.58873,0.357022,276,0.807193,0.894239,labram,linear,7
montage,full19,canonicalized,0.893704,0.771905,0.126483,276,0.85422,0.930425,labram,linear,7
montage,full19,naive,0.893704,0.771905,0.126483,276,0.85422,0.930425,labram,linear,7
montage,legacy16,canonicalized,0.788836,0.5,0.524576,276,0.731269,0.844303,labram,linear,7
montage,legacy16,naive,0.776032,0.5,0.524184,276,0.719735,0.829526,labram,linear,7
power_line,0,canonicalized,0.893704,0.771905,0.126483,276,0.85422,0.930425,labram,linear,7
power_line,0,naive,0.873757,0.77,0.107081,276,0.83063,0.915344,labram,linear,7
power_line,15,canonicalized,0.893598,0.775238,0.122554,276,0.853747,0.929806,labram,linear,7
power_line,15,naive,0.787143,0.698889,0.151849,276,0.726746,0.841135,labram,linear,7
power_line,30,canonicalized,0.893175,0.775238,0.12268,276,0.853118,0.929528,labram,linear,7
power_line,30,naive,0.740688,0.59254,0.31604,276,0.680153,0.795627,labram,linear,7
power_line,5,canonicalized,0.893968,0.771905,0.126419,276,0.854229,0.93048,labram,linear,7
power_line,5,naive,0.836667,0.785714,0.077025,276,0.788194,0.886142,labram,linear,7
power_line,60,canonicalized,0.893862,0.775873,0.124396,276,0.855007,0.930327,labram,linear,7
power_line,60,naive,0.667143,0.539683,0.395327,276,0.594915,0.727098,labram,linear,7
sampling_rate,128,canonicalized,0.706402,0.503333,0.525475,276,0.642956,0.769418,labram,linear,7
sampling_rate,128,naive,0.852593,0.685714,0.202993,276,0.803433,0.896726,labram,linear,7
sampling_rate,200,canonicalized,0.888201,0.796667,0.118748,276,0.848138,0.924819,labram,linear,7
sampling_rate,200,naive,0.838042,0.768095,0.12555,276,0.786538,0.887302,labram,linear,7
sampling_rate,250,canonicalized,0.893704,0.771905,0.126483,276,0.85422,0.930425,labram,linear,7
sampling_rate,250,naive,0.893704,0.771905,0.126483,276,0.85422,0.930425,labram,linear,7
sampling_rate,256,canonicalized,0.89381,0.77127,0.125355,276,0.85407,0.930108,labram,linear,7
sampling_rate,256,naive,0.886032,0.805873,0.124959,276,0.843968,0.924294,labram,linear,7
sampling_rate,512,canonicalized,0.893492,0.778571,0.123569,276,0.853902,0.93011,labram,linear,7
sampling_rate,512,naive,0.622487,0.490159,0.538424,276,0.56005,0.686306,labram,linear,7
broadband,-5,canonicalized,0.696561,0.5,0.490997,276,0.636349,0.753975,labram,mlp,11
broadband,-5,naive,0.696561,0.5,0.490997,276,0.636349,0.753975,labram,mlp,11
broadband,0,canonicalized,0.756772,0.5,0.483036,276,0.703862,0.810696,labram,mlp,11
broadband,0,naive,0.756772,0.5,0.483036,276,0.703862,0.810696,labram,mlp,11
broadband,10,canonicalized,0.813915,0.533333,0.412038,276,0.764283,0.863283,labram,mlp,11
broadband,10,naive,0.813915,0.533333,0.412038,276,0.764283,0.863283,labram,mlp,11
broadband,20,canonicalized,0.841111,0.66746,0.278002,276,0.794593,0.883069,labram,mlp,11
broadband,20,naive,0.841111,0.66746,0.278002,276,0.794593,0.883069,labram,mlp,11
broadband,5,canonicalized,0.785291,0.5,0.46025,276,0.733907,0.837155,labram,mlp,11
broadband,5,naive,0.785291,0.5,0.46025,276,0.733907,0.837155,labram,mlp,11
calibration,0.5,canonicalized,0.890159,0.776667,0.121908,276,0.847086,0.925726,labram,mlp,11
calibration,0.5,naive,0.86455,0.782222,0.089817,276,0.818411,0.908056,labram,mlp,11
calibration,0.75,canonicalized,0.890159,0.776667,0.121908,276,0.847086,0.925726,labram,mlp,11
calibration,0.75,naive,0.868519,0.780159,0.096573,276,0.823209,0.910643,labram,mlp,11
