axis,severity,arm,auroc,bal_acc,ece,n_recordings,ci_lo,ci_hi
broadband,-5.0,canonicalized,0.670423,0.526667,0.158254,276,0.604496,0.731119
broadband,-5.0,naive,0.670423,0.526667,0.158254,276,0.604496,0.731119
broadband,0.0,canonicalized,0.798254,0.586032,0.192354,276,0.744757,0.845933
broadband,0.0,naive,0.798254,0.586032,0.192354,276,0.744757,0.845933
broadband,10.0,canonicalized,0.858995,0.733333,0.149702,276,0.813118,0.900546
broadband,10.0,naive,0.858995,0.733333,0.149702,276,0.813118,0.900546
broadband,20.0,canonicalized,0.862646,0.792381,0.069755,276,0.818649,0.901537
broadband,20.0,naive,0.862646,0.792381,0.069755,276,0.818649,0.901537
broadband,5.0,canonicalized,0.823439,0.676984,0.16441,276,0.775746,0.867676
broadband,5.0,naive,0.823439,0.676984,0.16441,276,0.775746,0.867676
calibration,0.5,canonicalized,0.901323,0.822857,0.056995,276,0.860787,0.93789
calibration,0.5,naive,0.837831,0.651587,0.312046,276,0.791187,0.88461
calibration,0.75,canonicalized,0.901323,0.822857,0.056995,276,0.860787,0.93789
calibration,0.75,naive,0.844074,0.714444,0.184802,276,0.796824,0.886306
calibration,1.0,canonicalized,0.901323,0.822857,0.056995,276,0.860787,0.93789
calibration,1.0,naive,0.859206,0.751429,0.119299,276,0.812041,0.902763
calibration,1.5,canonicalized,0.901323,0.822857,0.056995,276,0.860787,0.93789
calibration,1.5,naive,0.881058,0.799365,0.075693,276,0.839517,0.920644
calibration,2.0,canonicalized,0.901323,0.822857,0.056995,276,0.860787,0.93789
calibration,2.0,naive,0.857619,0.765714,0.164883,276,0.813845,0.899976
montage,bipolar18,canonicalized,0.886614,0.789206,0.067571,276,0.847128,0.925835
montage,bipolar18,naive,0.886032,0.800476,0.048883,276,0.846655,0.925507
montage,full19,canonicalized,0.901323,0.822857,0.056995,276,0.860787,0.93789
montage,full19,naive,0.901323,0.822857,0.056995,276,0.860787,0.93789
montage,legacy16,canonicalized,0.850582,0.592063,0.379893,276,0.805235,0.894922
montage,legacy16,naive,0.85619,0.582063,0.385705,276,0.811499,0.898468
power_line,0.0,canonicalized,0.901323,0.822857,0.056995,276,0.860787,0.93789
power_line,0.0,naive,0.869101,0.730317,0.201773,276,0.823754,0.912288
power_line,15.0,canonicalized,0.901376,0.822857,0.05707,276,0.860741,0.93821
power_line,15.0,naive,0.633069,0.5,0.543458,276,0.568934,0.701483
power_line,30.0,canonicalized,0.90127,0.822857,0.057157,276,0.860634,0.938258
power_line,30.0,naive,0.63963,0.5,0.543476,276,0.577243,0.710011
power_line,5.0,canonicalized,0.901376,0.822857,0.057042,276,0.860845,0.937901
power_line,5.0,naive,0.661852,0.5,0.542102,276,0.597985,0.728151
power_line,60.0,canonicalized,0.900741,0.819524,0.057331,276,0.860209,0.937888
power_line,60.0,naive,0.626296,0.5,0.543478,276,0.56137,0.701914
sampling_rate,128,canonicalized,0.64455,0.5,0.532313,276,0.579889,0.706493
sampling_rate,128,naive,0.610265,0.597143,0.324092,276,0.546485,0.675981
sampling_rate,200,canonicalized,0.898783,0.811429,0.076191,276,0.859033,0.935403
sampling_rate,200,naive,0.832646,0.76746,0.099646,276,0.783332,0.882569
sampling_rate,250,canonicalized,0.901323,0.822857,0.056995,276,0.860787,0.93789
sampling_rate,250,naive,0.901323,0.822857,0.056995,276,0.860787,0.93789
sampling_rate,256,canonicalized,0.90127,0.822857,0.056784,276,0.860472,0.937788
sampling_rate,256,naive,0.900212,0.839365,0.086699,276,0.860316,0.936669
sampling_rate,512,canonicalized,0.901164,0.822857,0.056898,276,0.860528,0.937684
sampling_rate,512,naive,0.402646,0.5,0.542579,276,0.334704,0.464525
