axis,severity,arm,identity,d_auroc,tv_marginal,tv_marginal_hist,tv_pos,tv_neg,cc_bound,pinsker_cc,implied_C,cc_holds
power_line,15.0,naive,False,0.06830687830687843,0.6087368582638437,0.6123188405797103,0.6220022046438678,0.8468026152429133,1.4688048198867811,2.4310275693589984,0.11221084673875999,True
power_line,15.0,canonicalized,False,0.0,0.00031558604554123015,0.010869565217391306,0.0004582837615468113,0.00041094193962871013,0.0008692257011755215,0.0012062578196256326,0.0,True
power_line,30.0,naive,False,0.1577777777777779,0.8136924992112027,0.7753623188405797,0.7596342981741564,0.9766153556582398,1.7362496538323962,3.23469040471189,0.19390344378340518,True
power_line,30.0,canonicalized,False,0.0003174603174602719,0.00022533578927237352,0.0,0.00033578746628503526,0.00013000778977110674,0.00046579525605614197,0.0006511016146945148,1.4088322076372135,True
power_line,60.0,naive,False,0.22735449735449753,0.9285009964259296,0.8695652173913043,0.8629249231304794,0.9989568506722365,1.861881773802716,3.9168627621768346,0.24486187761741895,True
power_line,60.0,canonicalized,False,0.00010582010582016466,0.00019993794179393117,0.014492753623188403,0.00023167062486686144,0.0004694458307025881,0.0007011164555694496,0.0009862552280871556,0.5292647552070413,True
montage,full19,naive,True,0.0,7.454550857113165e-10,0.0,1.938260832355885e-09,1.2181592007187974e-09,3.156420033074682e-09,0.0,,True
montage,full19,canonicalized,True,0.0,7.454550857113165e-10,0.0,1.938260832355885e-09,1.2181592007187974e-09,3.156420033074682e-09,0.0,,True
montage,legacy16,naive,False,0.0053439153439153175,0.06580037045294186,0.18115942028985507,0.05380002648139205,0.14616759863639212,0.19996762511778415,0.25396166323914715,0.08121406167062692,True
montage,legacy16,canonicalized,False,0.00973544973544982,0.037925838874976775,0.17028985507246377,0.029799411683390592,0.08910348295873177,0.11890289464212236,0.15437308737533406,0.25669701776519455,True
montage,bipolar18,naive,False,0.02132275132275152,0.1208789459363517,0.2065217391304348,0.08046226964433681,0.27631029782217953,0.3567725674665163,0.4562162475204604,0.1763975616893526,True
montage,bipolar18,canonicalized,False,0.021164021164021274,0.11840363926694815,0.213768115942029,0.08103307593683318,0.2688250696661073,0.3498581456029405,0.448615268785659,0.17874468466552546,True
broadband,-5.0,naive,False,0.15529100529100537,0.6984275715207533,0.7173913043478262,0.7357535577321592,0.7474981732070596,1.4832517309392188,1.7413357818989803,0.2223437499079187,True
broadband,-5.0,canonicalized,False,0.15529100529100537,0.6984275715207533,0.7173913043478262,0.7357535577321592,0.7474981732070596,1.4832517309392188,1.7413357818989803,0.2223437499079187,True
broadband,0.0,naive,False,0.08671957671957675,0.48909952493966213,0.5978260869565217,0.5423946126624769,0.5495322908884661,1.091926903550943,1.277080716102158,0.1773045613370304,True
broadband,0.0,canonicalized,False,0.08671957671957675,0.48909952493966213,0.5978260869565217,0.5423946126624769,0.5495322908884661,1.091926903550943,1.277080716102158,0.1773045613370304,True
broadband,5.0,naive,False,0.043015873015873174,0.29486132642365825,0.45652173913043476,0.3425409153256615,0.3472984994834076,0.6898394148090691,0.8374616077333685,0.14588509635226882,True
broadband,5.0,canonicalized,False,0.043015873015873174,0.29486132642365825,0.45652173913043476,0.3425409153256615,0.3472984994834076,0.6898394148090691,0.8374616077333685,0.14588509635226882,True
broadband,10.0,naive,False,0.021904761904762093,0.16532161754461472,0.3297101449275363,0.204269663607914,0.19324204051769117,0.39751170412560516,0.5024063936164469,0.13249786827697072,True
broadband,10.0,canonicalized,False,0.021904761904762093,0.16532161754461472,0.3297101449275363,0.204269663607914,0.19324204051769117,0.39751170412560516,0.5024063936164469,0.13249786827697072,True
broadband,20.0,naive,False,0.0041798941798942835,0.05251450990502654,0.18115942028985507,0.07864880554276196,0.03187657557180654,0.1105253811145685,0.14794069661897882,0.07959503359078661,True
broadband,20.0,canonicalized,False,0.0041798941798942835,0.05251450990502654,0.18115942028985507,0.07864880554276196,0.03187657557180654,0.1105253811145685,0.14794069661897882,0.07959503359078661,True
