axis,severity,arm,identity,d_auroc,tv_marginal,tv_marginal_hist,tv_pos,tv_neg,cc_bound,pinsker_cc,implied_C,cc_holds
power_line,60.0,naive,False,0.20666666666666678,0.7699186624775595,0.8333333333333334,0.8450900037334189,0.898069035901979,1.743159039635398,2.5976560667409077,0.2684266231469489,True
sampling_rate,128,canonicalized,False,0.07566137566137565,0.3999102993378178,0.5253623188405798,0.37294946438936083,0.7513115159779984,1.1242609803673593,1.8993627351888414,0.18919586663973842,True
sampling_rate,128,naive,False,0.08957671957671964,0.12953664353242744,0.286231884057971,0.1284766103046852,0.22819351904096277,0.356670129345648,0.4483102191367456,0.6915164476551805,True
sampling_rate,200,canonicalized,False,0.011746031746031615,0.05886602252331742,0.16666666666666666,0.05416732819932464,0.15872681741014694,0.21289414560947156,0.2693227147093387,0.19953839655768987,True
sampling_rate,200,naive,False,0.044603174603174756,0.07307182330822916,0.1884057971014493,0.10255682575784487,0.14244163130198195,0.2449984570598268,0.31909164344197827,0.610401829102185,True
sampling_rate,250,canonicalized,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True
sampling_rate,250,naive,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,True
sampling_rate,256,canonicalized,False,0.0005291005291006012,0.0004730062591413776,0.0072463768115942,0.00047317052024000393,0.0016235461404146608,0.002096716660654665,0.0029448323629810516,1.1185909676143577,True
sampling_rate,256,naive,False,0.004285714285714337,0.07871843409623255,0.10507246376811591,0.09769201591355432,0.11545101480996836,0.2131430307235227,0.3340924990688583,0.054443591706551116,True
sampling_rate,512,canonicalized,False,0.00037037037037024323,0.000241834861905576,0.007246376811594204,0.00033781465500150445,0.0011495174181978332,0.0014873320731993377,0.0021453770407406153,1.531501155176104,True
sampling_rate,512,naive,False,0.26402116402116405,0.46058053716813585,0.5507246376811594,0.26198601646109,0.8400569814910168,1.1020429979521067,2.1450392193362102,0.5732356074889516,True
